year,YLL,YLD,DALY,YLL_rate,YLD_rate,DALY_rate,std_YLLs_rate,std_YLD_rate,std_DALY_rate,cancer_1,crude_rate,pop,case,stdrate
2016,758042.4562,7128.43028,765170.8865,110.261184,1.036866941,111.2980509,94.98764515,0.854592234,95.84223738,Pancreatic cancer,5.57,687497.1125,38293.58917,4.218385025
2017,772875.0427,7381.968854,780257.0116,111.7197351,1.067069784,112.7868049,92.73119979,0.85288862,93.58408841,Pancreatic cancer,5.54,691798.134,38325.61662,4.144460697
2018,762936.1648,7796.384071,770732.5488,109.7141469,1.121160153,110.8353071,89.10490667,0.867365346,89.97227202,Pancreatic cancer,5.45,695385.405,37898.50457,3.998647207
2019,775590.0638,8179.04268,783769.1065,111.1149221,1.171770672,112.2866928,88.06498431,0.877628408,88.94261272,Pancreatic cancer,5.426400376,698007.1165,37876.66079,3.896746601
2020,784119.1748,8570.970908,792690.1457,112.0391092,1.224665812,113.2637751,86.43537285,0.888012908,87.32338576,Pancreatic cancer,5.410827291,699862.0215,37868.32526,3.812617648
2021,791666.767,8969.496602,800636.2636,112.9709832,1.279948701,114.2509319,84.83591677,0.898520282,85.73443706,Pancreatic cancer,5.395298898,700770.007,37808.63647,3.730305001
2022,798708.4906,9379.758687,808088.2493,113.9106079,1.337727127,115.2483351,83.26605807,0.909151984,84.17521005,Pancreatic cancer,5.37981507,701171.3,37721.71926,3.649769446
2023,805645.9852,9806.754883,815452.7401,114.8580479,1.398113741,116.2561617,81.72524905,0.919909485,82.64515853,Pancreatic cancer,5.364375679,701427.5445,37627.2086,3.570972615
2024,812493.9461,10251.29935,822745.2454,115.8133681,1.461226279,117.2745944,80.21295215,0.930794273,81.14374643,Pancreatic cancer,5.348980596,701554.5435,37526.0164,3.493876972
2025,819233.1542,10713.81173,829946.9659,116.7766341,1.527187792,118.3038219,78.72863978,0.941807856,79.67044763,Pancreatic cancer,5.333629696,701538.5915,37417.47065,3.418445789
2026,825843.4447,11194.68622,837038.1309,117.747912,1.596126889,119.3440389,77.27179408,0.952951756,78.22474584,Pancreatic cancer,5.318322851,701365.681,37300.89128,3.344643129
2027,832324.3401,11694.57661,844018.9167,118.7272683,1.668177979,120.3954463,75.8419068,0.964227516,76.80613431,Pancreatic cancer,5.303059934,701038.9035,37176.51321,3.272433835
2028,838671.4436,12214.10003,850885.5437,119.7147704,1.743481541,121.4582519,74.43847907,0.975636696,75.41411577,Pancreatic cancer,5.28784082,700558.0355,37044.39377,3.201783505
2029,844883.2396,12753.92975,857637.1693,120.7104859,1.822184398,122.5326703,73.06102129,0.987180874,74.04820216,Pancreatic cancer,5.272665383,699925.3075,36904.7194,3.132658484
2030,850956.3544,13314.72865,864271.083,121.7144832,1.904439996,123.6189232,71.70905287,0.998861648,72.70791452,Pancreatic cancer,5.257533498,699141.4105,36757.59386,3.06502584
2031,856886.44,13897.15859,870783.5986,122.7268311,1.990408711,124.7172398,70.38210215,1.010680635,71.39278278,Pancreatic cancer,5.242445039,698206.2785,36603.08041,2.998853353
2032,862675.4879,14502.00031,877177.4882,123.7475991,2.080258157,125.8278573,69.07970618,1.022639469,70.10234565,Pancreatic cancer,5.227399882,697125.0305,36441.51302,2.9341095
2033,868315.5426,15129.88879,883445.4314,124.7768572,2.174163516,126.9510208,67.8014106,1.034739806,68.8361504,Pancreatic cancer,5.212397903,695894.705,36272.80101,2.870763436
2034,873783.3668,15781.18616,889564.553,125.8146761,2.272307875,128.086984,66.54676942,1.046983319,67.59375274,Pancreatic cancer,5.197438978,694500.3505,36096.23192,2.808784985
2035,879083.6582,16456.73914,895540.3973,126.861127,2.374882589,129.2360096,65.31534493,1.059371704,66.37471664,Pancreatic cancer,5.182522983,692949.589,35912.27171,2.748144619
2007,2047122.731,32057.67626,2079180.407,315.8307177,4.945868045,320.7765857,343.1416388,5.358796341,348.5004351,Gastric cancer,16.49,648170.8765,106883.3775,14.15565035
2008,2066359.163,33053.69851,2099412.861,316.7637966,5.066987008,321.8307836,334.2006684,5.340302819,339.5409712,Gastric cancer,17.25,652334.3845,112527.6813,13.83286882
2009,2135703.075,34579.0532,2170282.128,325.2442082,5.266011417,330.5102196,335.5156863,5.400205574,340.9158919,Gastric cancer,16.91,656645.9975,111038.8382,14.15427686
2010,2181868.61,36223.28902,2218091.899,330.0722763,5.479845764,335.5521221,333.5025366,5.461543904,338.9640805,Gastric cancer,16.79,661027.5285,110986.522,14.16617053
2011,2110618.397,37986.74037,2148605.137,317.216951,5.709245203,322.9261962,313.4540399,5.534568239,318.9886081,Gastric cancer,15.7,665354.859,104460.7129,13.15158708
2012,2057953.976,39875.94815,2097829.924,307.1708442,5.9518963,313.1227405,296.3843154,5.613894562,301.99821,Gastric cancer,15.07,669970.479,100964.5512,12.48055822
2013,1987118.467,41567.40402,2028685.871,294.5432749,6.161383689,300.7046586,278.7482809,5.650564537,284.3988454,Gastric cancer,15.11,674643.978,101938.7051,11.95861669
2014,1924922.321,44527.91691,1969450.238,283.4404954,6.556635919,289.9971313,260.9105016,5.840253435,266.750755,Gastric cancer,13.85,679127.4895,94059.1573,11.03051675
2015,1931414.689,47351.91656,1978766.606,282.6282539,6.929112411,289.5573663,254.1426193,5.985339548,260.1279588,Gastric cancer,13.96,683376.3655,95399.34062,10.7864677
2016,1882152.607,49330.21848,1931482.825,273.7688017,7.175334643,280.9441363,240.8498199,6.018930596,246.8687505,Gastric cancer,13.37,687497.1125,91918.36394,10.19987901
2017,1830888.277,49443.01066,1880331.287,264.6564347,7.147028625,271.8034633,224.1928176,5.852801065,230.0456187,Gastric cancer,12.85,691798.134,88896.06022,9.664631259
2018,1734756.959,51017.51705,1785774.477,249.4669786,7.336581511,256.8035601,206.9593,5.840094627,212.7993946,Gastric cancer,12.12,695385.405,84280.71109,8.949826422
2019,1712566.005,52154.74226,1764720.747,245.3507943,7.471949931,252.8227442,199.1535231,5.787972167,204.9414952,Gastric cancer,11.83581377,698007.1165,82614.82241,8.573971121
2020,1662515.37,53258.21247,1715773.582,237.5490195,7.609816054,245.1588355,188.1504672,5.736314896,193.8867821,Gastric cancer,11.40737413,699862.0215,79835.87919,8.11891886
2021,1611738.283,54311.25905,1666049.542,229.995329,7.750225967,237.745555,177.7553204,5.685118663,183.440439,Gastric cancer,10.9944434,700770.007,77045.76178,7.6880179
2022,1561381.111,55345.03961,1616726.151,222.6818342,7.893226606,230.5750608,167.9344962,5.634379353,173.5688756,Gastric cancer,10.59646018,701171.3,74299.3376,7.279986443
2023,1512284.078,56386.81878,1568670.897,215.6008971,8.038865771,223.6397629,158.6562639,5.584092888,164.2403568,Gastric cancer,10.21288338,701427.5445,71635.97711,6.89361072
2024,1464460.894,57437.6185,1521898.512,208.7451229,8.187192148,216.932315,149.8906458,5.534255226,155.424901,Gastric cancer,9.843191521,701554.5435,69055.35734,6.527741381
2025,1417861.068,58496.07891,1476357.147,202.1073516,8.338255318,210.445607,141.6093202,5.484862363,147.0941826,Gastric cancer,9.486881979,701538.5915,66554.13821,6.181290077
2026,1372436.932,59560.71552,1431997.648,195.6806512,8.492105778,204.172757,133.7855306,5.435910327,139.2214409,Gastric cancer,9.143470335,701365.681,64129.16298,5.853226221
2027,1328176.459,60631.41734,1388807.876,189.4583099,8.648794958,198.1071049,126.3939985,5.387395185,131.7813936,Gastric cancer,8.812489706,701038.9035,61778.98121,5.542573924
2028,1285060.432,61707.7805,1346768.213,183.4338294,8.808375234,192.2422047,119.4108419,5.339313037,124.7501549,Gastric cancer,8.493490104,700558.0355,59501.82742,5.248409089
2029,1243073.772,62789.59907,1305863.371,177.6009181,8.970899951,186.571818,112.8134986,5.29166002,118.1051586,Gastric cancer,8.186037835,699925.3075,57296.15049,4.969856667
2030,1202198.015,63876.51969,1266074.535,171.9534843,9.136423437,181.0899077,106.5806526,5.244432302,111.8250849,Gastric cancer,7.889714901,699141.4105,55160.26404,4.706088049
2031,1162413.122,64968.10136,1227381.224,166.4856301,9.305001023,175.7906311,100.6921659,5.197626089,105.889792,Gastric cancer,7.604118436,698206.2785,53092.43234,4.456318604
2032,1123707.306,66064.3715,1189771.677,161.1916452,9.47668906,170.6683343,95.12901282,5.151237618,100.2802504,Gastric cancer,7.328860157,697125.0305,51091.3186,4.219805344
2033,1086055.036,67164.5902,1153219.626,156.0660008,9.651544941,165.7175458,89.87321905,5.105263161,94.97848221,Gastric cancer,7.063565837,695894.705,49154.98064,3.995844715
2034,1049413.254,68266.79476,1117680.048,151.103344,9.829627114,160.9329711,84.90780324,5.059699023,89.96750226,Gastric cancer,6.807874793,694500.3505,47280.7143,3.783770503
2035,1013774.799,69371.14947,1083145.948,146.2984919,10.01099511,156.3094871,80.21672225,5.014541543,85.23126379,Gastric cancer,6.561439403,692949.589,45467.46738,3.582951851
